CST3,CTSS,HLA-DRA,TYROBP,HLA-DRB1,AIF1,PSAP,MNDA,CD74,VCAN,S100A4,NEAT1,LTB,FTL,HLA-DPA1,LST1,FCER1G,LGALS1,S100A12,S100A11,IL7R,CCL5,FGL2,HLA-DPB1,TYMP,IL32,COTL1,TRBC2,SAT1,KLF4,NCF1,CD14,S100A6,IER3,CYBB,TRBC1,IL1B,CTSD,BRI3,SERPINA1,MS4A6A,GRN,SRGN,EGR1,NFKBIA,ANXA1,APLP2,BTG2,RGS2,GSTP1,label
3.425444,3.1652,3.567601,3.0608587,3.1976936,2.9022863,2.858377,2.812451,3.820005,3.2291646,3.522424,3.6108248,0.0,4.954813,2.1776268,1.2082442,2.4134948,2.6042101,1.8683712,2.6042101,0.0,0.5780359,1.8683712,2.5445902,1.8683712,0.0,2.2625828,0.0,2.1776268,1.9824171,2.1776268,2.4134948,3.4990463,2.7137413,1.9824171,0.0,1.7396243,2.2625828,2.2625828,0.0,2.1776268,2.340883,2.5445902,2.0847778,2.7137413,1.4183102,2.0847778,1.5918174,2.7137413,2.6042101,Monocyte
2.605505,3.8622012,2.605505,3.0302625,2.4635901,2.7297604,3.1898577,3.26102,2.7297604,2.605505,3.5037758,3.7839086,0.0,4.6528816,1.0264543,1.0264543,2.605505,2.4635901,1.5222018,2.605505,0.0,0.0,2.605505,1.8521417,3.3274531,0.0,3.0302625,1.0264543,3.26102,1.5222018,3.26102,2.7297604,3.1132407,1.0264543,2.298151,0.0,2.605505,2.605505,1.5222018,1.5222018,1.8521417,1.0264543,2.605505,3.0302625,2.0998085,2.605505,2.0998085,1.5222018,2.0998085,2.4635901,Monocyte
3.51108,3.7814453,2.312103,3.430292,1.8241469,2.9544554,3.0199685,2.9544554,2.4331756,2.4331756,3.6212037,3.4715016,0.0,4.8238297,1.5888532,2.4331756,2.4331756,2.5411599,2.1743264,3.0199685,0.0,0.0,2.312103,1.8241469,1.5888532,0.0,2.7274044,0.0,2.6386118,0.83263797,1.5888532,2.6386118,3.7513857,2.4331756,0.83263797,0.0,0.0,2.4331756,2.7274044,2.4331756,0.0,2.6386118,2.6386118,0.83263797,3.3873107,2.9544554,1.5888532,0.83263797,0.0,2.1743264,Monocyte
3.1331377,3.4685438,2.1180959,3.5764837,1.869718,3.4685438,3.0500805,3.5764837,2.8598783,2.9594946,4.1745224,3.5764837,0.0,5.0643573,1.0398604,2.6247957,2.3168933,2.1180959,2.6247957,3.1331377,0.0,0.0,1.0398604,1.0398604,0.0,0.0,2.749229,0.0,1.869718,1.869718,3.0500805,1.5385098,3.7626622,1.869718,1.869718,0.0,0.0,2.749229,2.1180959,1.0398604,2.4826486,1.869718,2.749229,1.869718,2.9594946,1.869718,1.869718,2.1180959,2.1180959,1.869718,Monocyte
3.3404956,3.2601893,2.3799093,3.172866,2.0196846,2.3799093,3.2174804,3.3404956,2.3799093,3.2601893,3.5795774,4.0730224,0.0,4.4789944,0.0,2.2736297,1.1564564,2.3799093,2.8530085,2.4759707,0.73684084,0.0,2.2736297,0.0,2.1546965,0.73684084,2.4759707,0.0,2.913936,3.0771818,2.3799093,1.8635565,3.5795774,2.8530085,2.5636077,0.0,2.5636077,1.8635565,2.2736297,1.4511392,1.8635565,2.4759707,2.4759707,2.1546965,2.913936,2.913936,2.6441796,1.6784598,0.0,1.8635565,Monocyte
0.0,0.7950827,0.0,0.0,0.0,0.0,0.0,0.0,1.232341,0.0,0.0,1.767893,2.82079,3.0171995,1.232341,0.0,0.0,0.0,0.0,0.7950827,1.232341,0.0,0.0,0.0,0.0,1.5355486,1.232341,0.7950827,1.5355486,0.0,0.7950827,0.0,1.767893,0.7950827,0.0,3.4837055,0.7950827,0.0,1.5355486,0.0,0.0,0.0,1.9563017,0.0,0.7950827,1.232341,0.7950827,1.767893,1.232341,0.7950827,T_cell
0.0,0.97390324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97390324,3.0339491,2.9513035,0.0,0.97390324,0.0,0.0,0.0,0.0,0.97390324,0.0,0.0,0.0,0.0,1.7825141,0.0,0.97390324,2.0272326,0.0,0.0,0.0,0.0,0.97390324,0.0,0.0,0.0,0.97390324,0.97390324,0.0,0.0,0.97390324,0.97390324,0.97390324,2.223683,0.0,0.97390324,1.7825141,0.0,0.97390324,T_cell
0.0,1.0607013,0.6648495,0.0,0.0,0.0,0.6648495,0.0,0.6648495,0.0,3.240604,1.896898,3.7281125,2.0293825,0.0,1.0607013,0.0,0.6648495,0.0,1.5637691,2.654563,0.0,0.6648495,0.6648495,0.0,2.5120656,1.5637691,0.0,2.4324,0.0,0.6648495,0.0,2.345834,0.0,0.0,1.5637691,0.0,0.0,0.6648495,0.0,0.0,0.0,0.6648495,0.6648495,2.345834,1.896898,0.6648495,1.5637691,0.0,0.6648495,T_cell
0.0,0.0,0.0,0.0,0.0,0.0,0.8399002,0.0,0.0,0.0,2.739387,2.444873,2.444873,2.9666073,0.0,0.0,0.0,0.0,0.0,1.8349056,2.9666073,0.8399002,0.0,0.0,0.0,2.444873,0.0,1.8349056,0.0,0.0,0.8399002,0.0,2.0256028,2.0256028,0.0,1.5990658,0.0,0.0,0.8399002,0.0,0.0,0.0,1.2898582,1.2898582,2.9666073,1.2898582,0.0,1.8349056,1.2898582,0.8399002,T_cell
3.7026167,3.7851727,3.4784658,3.3234746,3.364532,2.9762082,3.2359283,3.4784658,3.3234746,2.849934,4.191873,3.4419115,0.0,5.120126,2.0769372,1.7322443,3.0883102,2.7802663,1.2019699,2.9150631,0.0,0.0,2.7053788,2.5363376,1.7322443,0.0,2.9762082,0.0,2.5363376,1.2019699,2.9150631,2.5363376,3.4419115,1.9193695,1.9193695,0.0,1.9193695,2.2130237,1.7322443,1.7322443,2.2130237,2.5363376,2.7802663,2.624426,1.2019699,1.7322443,2.2130237,0.0,1.7322443,2.4397337,Monocyte
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4663734,1.450514,3.1011949,2.643421,0.96799207,0.0,0.0,0.0,0.0,2.2152026,2.2152026,3.3003616,0.0,2.0189762,0.0,3.6934607,1.7746063,1.7746063,0.96799207,0.0,0.0,0.0,1.7746063,0.0,0.0,2.2152026,0.0,0.0,0.0,0.0,0.0,0.0,1.7746063,0.0,0.96799207,2.643421,0.0,2.379168,0.0,1.450514,T_cell
3.9807734,3.3388042,3.7395766,3.4011228,3.6495004,3.7104435,3.5151951,1.8620752,3.4406106,0.0,3.4970639,3.8737264,1.6541896,5.8738585,3.478598,3.2254465,3.1507015,2.1101456,0.0,2.8856587,0.0,0.0,2.3670537,2.9509232,2.0340939,0.0,3.3388042,0.0,3.3388042,1.0340241,1.0340241,0.0,2.308746,1.6541896,2.422148,0.0,0.47257537,1.7635247,2.422148,2.1101456,0.0,1.2286109,2.308746,1.2286109,1.5314159,0.47257537,1.0340241,1.0340241,1.9517788,1.2286109,Monocyte
2.6993206,3.4504058,1.6411086,2.6993206,1.8791368,2.6014047,2.9460435,3.4934769,2.6014047,3.0821135,3.6125658,3.6125658,0.0,4.978416,0.0,2.6014047,2.49285,2.7884982,2.8703704,2.6993206,0.0,0.0,2.6993206,0.0,2.37106,0.0,2.49285,0.0,2.8703704,1.8791368,2.37106,2.49285,3.845237,1.6411086,2.0712597,0.0,0.0,1.8791368,2.2323532,1.8791368,2.2323532,2.0712597,3.256762,1.8791368,1.6411086,2.49285,2.49285,0.87002164,2.37106,2.2323532,Monocyte
0.0,1.194456,0.0,0.0,0.0,0.0,0.76587725,0.0,0.0,0.0,2.2034454,1.194456,2.2034454,2.2034454,0.0,0.0,0.0,0.0,0.0,1.9101945,2.2034454,0.0,0.0,0.0,0.76587725,2.2034454,1.9101945,2.4299157,2.6953409,0.0,0.0,0.0,2.2034454,0.76587725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7233953,0.0,2.067531,2.6144488,0.0,1.4934975,0.0,0.76587725,T_cell
3.6650732,3.2479818,2.6617024,3.1711717,1.5698441,3.6404116,3.507062,1.0657274,3.507062,0.66858536,3.2842822,4.416752,1.3492217,4.632861,3.1304345,2.8434591,2.25793,0.66858536,0.0,2.4394057,0.0,0.0,1.9034274,2.352779,2.997206,0.0,3.689141,0.0,3.1304345,2.0360541,2.4394057,0.0,2.9485369,2.25793,2.1531332,0.0,0.66858536,1.7504815,1.7504815,2.0360541,0.0,1.9034274,2.25793,2.0360541,2.997206,0.0,0.0,1.9034274,1.0657274,1.9034274,Monocyte
3.3425007,3.6945896,2.2542408,3.0665326,1.8110447,3.2803159,2.8934844,3.4563484,2.2542408,2.8934844,3.921235,2.2542408,0.0,4.8458805,0.0,2.6840916,2.2542408,3.1429856,2.6840916,2.7942586,0.0,0.0,1.484152,0.99532795,2.4189153,0.0,2.983747,0.0,1.484152,1.8110447,1.484152,2.0569973,4.2124066,2.0569973,1.8110447,0.0,2.5602677,2.983747,1.484152,0.99532795,2.0569973,1.8110447,2.6840916,0.0,2.8934844,1.8110447,2.0569973,0.0,2.2542408,2.0569973,Monocyte
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2253718,0.0,3.4678156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.353923,0.0,0.0,0.0,0.0,1.493319,1.493319,3.2253718,2.6951263,1.493319,1.493319,0.0,3.2253718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.493319,2.0673301,1.493319,0.0,2.0673301,0.0,0.0,T_cell
3.7503114,4.167023,2.377023,3.1350055,2.377023,3.2360065,3.2360065,3.9092975,2.751057,2.5814266,3.6911552,2.751057,1.2364,5.133328,1.7726432,3.2360065,2.377023,2.119814,1.2364,3.2360065,0.0,0.0,1.2364,1.2364,1.2364,0.0,1.7726432,0.0,1.7726432,1.2364,2.377023,2.5814266,3.628278,1.2364,1.2364,0.0,0.0,2.5814266,2.377023,1.7726432,1.2364,1.2364,2.119814,0.0,1.2364,2.377023,2.119814,0.0,2.377023,2.8960428,Monocyte
0.0,0.0,0.0,0.0,0.0,0.0,0.88654757,0.0,0.0,0.0,0.88654757,2.7257178,2.6276088,2.7257178,0.0,0.0,0.0,0.88654757,0.0,0.0,1.903144,0.0,0.0,0.0,0.0,1.903144,0.88654757,0.88654757,1.6639661,0.0,0.88654757,0.0,0.88654757,0.0,0.0,0.88654757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6639661,1.3489751,0.0,1.6639661,0.0,0.0,T_cell
0.0,0.9055958,0.0,0.0,0.0,0.0,0.0,0.0,0.9055958,0.0,0.9055958,1.3729078,1.6901355,2.7558272,0.0,0.9055958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6901355,0.9055958,2.1242983,1.3729078,0.0,1.3729078,0.0,1.9305965,0.0,0.0,3.003416,0.0,1.3729078,0.9055958,0.0,0.0,0.0,0.0,1.3729078,2.4260263,0.0,0.0,0.9055958,0.0,0.9055958,T_cell
0.0,0.0,0.0,0.0,0.0,1.3118315,0.0,0.0,0.85717064,0.0,0.85717064,0.85717064,2.849423,2.9250035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85717064,0.0,0.0,1.3118315,1.3118315,0.0,0.0,0.0,0.0,0.85717064,0.0,0.0,1.8603423,0.0,0.0,0.0,0.0,0.0,0.85717064,0.0,0.0,2.0518672,0.0,0.0,1.8603423,0.85717064,0.0,T_cell
3.5738673,3.5306895,3.223158,3.0246677,2.9486647,2.569067,2.569067,3.1612709,3.485563,3.223158,3.5738673,3.9556181,0.0,4.9602556,2.569067,2.44642,2.6783016,2.7767706,2.44642,3.4383037,0.0,0.0,1.9497342,2.7767706,2.44642,0.0,2.8664064,0.0,3.0953002,2.44642,1.7083986,1.9497342,3.0246677,0.9189691,2.44642,0.0,0.9189691,1.3896412,2.3065999,1.7083986,1.3896412,1.3896412,2.8664064,0.0,3.1612709,2.1440024,2.44642,1.7083986,2.569067,2.8664064,Monocyte
3.8093581,2.487434,4.0164366,2.6827834,4.1374083,3.3638532,3.2191665,2.431991,4.2545686,1.4455593,3.1095915,4.157913,0.0,5.0293245,3.7347424,2.5898712,2.096458,2.3109334,0.0,2.7261908,0.50007504,0.0,1.9227301,3.5098202,1.7123402,0.0,3.0499456,0.0,2.8077314,2.373293,2.096458,0.8319043,2.9532247,2.767792,2.1731756,0.0,2.8461368,1.5878199,1.5878199,1.4455593,1.5878199,1.8230579,2.7261908,2.3109334,2.7261908,2.5399637,1.5878199,1.9227301,0.0,2.096458,Monocyte
0.0,0.0,0.85670245,0.0,1.3112372,0.0,0.0,0.0,1.8596554,0.0,2.0511584,3.5520432,1.3112372,0.85670245,0.85670245,0.0,0.0,0.0,0.0,0.85670245,2.2118158,2.5800977,0.0,1.3112372,0.0,2.6778526,1.8596554,2.5800977,1.8596554,0.0,0.0,0.0,1.6225797,2.0511584,0.0,0.0,0.0,0.85670245,0.85670245,0.0,0.0,0.0,2.5800977,2.9242337,1.3112372,1.6225797,0.0,3.3360405,0.0,0.85670245,T_cell
3.806858,3.8503435,2.708237,3.806858,2.708237,3.6111126,3.2960293,3.5555425,1.0987456,2.1974025,4.554075,3.0447128,1.0987456,5.209685,1.0987456,2.398077,2.9446285,3.1356854,3.4341807,3.2960293,0.0,0.0,1.9460816,0.0,2.708237,0.0,3.0447128,0.0,3.2190678,1.6095979,3.970488,2.708237,4.3946466,1.6095979,0.0,0.0,1.0987456,0.0,1.9460816,2.398077,1.6095979,2.1974025,3.0447128,0.0,2.565134,1.9460816,2.9446285,1.0987456,1.0987456,0.0,Monocyte
3.588637,3.9848473,2.6075644,3.588637,2.6075644,3.0495362,2.6075644,3.162041,2.6075644,2.4026818,3.8337913,3.6557858,1.2565256,4.7370205,2.1447122,1.2565256,2.1447122,3.162041,2.1447122,2.7775245,0.0,0.0,2.7775245,2.6075644,1.796148,0.0,2.6075644,0.0,2.6075644,2.6075644,2.9227507,0.0,3.9369864,0.0,2.6075644,0.0,0.0,2.1447122,2.4026818,2.1447122,3.162041,1.2565256,3.2631583,1.2565256,2.6075644,2.9227507,1.796148,1.2565256,3.3549838,2.7775245,Monocyte
3.2828639,3.43164,3.8106196,3.3844652,2.724652,2.6265504,3.1080184,1.6630415,3.5611215,0.8858771,4.0356436,3.9839544,0.0,5.196085,3.3349543,3.0422125,2.8959851,3.22791,0.0,3.1697598,0.8858771,0.8858771,2.724652,2.9717693,3.0422125,0.0,4.010133,0.0,3.5197961,1.6630415,0.8858771,0.0,3.7785673,1.9021735,1.9021735,0.0,2.2566106,1.6630415,2.2566106,2.0950139,1.3481306,1.9021735,3.22791,2.6265504,3.0422125,1.3481306,0.0,1.3481306,0.0,2.5177677,Monocyte
3.040721,3.316381,2.7688468,3.316381,3.1170797,2.5352976,2.9139948,2.7688468,2.5352976,3.079629,3.0002375,3.689145,0.0,4.950689,1.9184058,2.4672663,1.4632677,2.9580455,2.9580455,2.3155158,0.0,0.0,0.6043232,2.4672663,3.3460524,0.0,2.598994,0.0,2.8196065,1.9184058,2.7688468,2.598994,3.285802,2.2300286,1.4632677,0.0,0.9783361,2.7153716,2.4672663,1.7884339,2.0334115,1.7884339,2.5352976,2.3942668,2.8196065,2.3155158,2.3155158,2.5352976,1.4632677,1.9184058,Monocyte
2.9443011,2.9443011,2.2170956,2.0208192,1.7763712,2.7552602,2.0208192,2.521952,3.5181658,2.8542411,3.6540523,4.376185,0.0,4.74952,0.0,1.4521409,2.3810964,2.0208192,2.2170956,2.521952,0.0,0.0,1.7763712,0.9693103,2.2170956,0.0,2.521952,0.0,2.521952,2.6453948,2.2170956,1.7763712,3.3024082,2.8542411,1.7763712,0.0,2.6453948,2.521952,0.9693103,1.7763712,0.9693103,0.0,2.8542411,2.2170956,3.103224,2.3810964,1.7763712,0.9693103,1.4521409,2.521952,Monocyte
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1926785,3.1926785,2.8534484,2.0802002,0.0,0.0,0.0,0.0,0.0,0.0,2.0802002,1.7353151,0.0,0.0,0.0,3.368133,1.7353151,1.2045798,0.0,0.0,1.2045798,0.0,1.7353151,0.0,0.0,2.0802002,0.0,0.0,1.2045798,0.0,0.0,0.0,1.7353151,1.2045798,2.336158,0.0,0.0,2.336158,1.2045798,0.0,T_cell
3.0814521,3.7513857,1.3787669,3.322516,2.2935452,2.934921,2.5556767,3.5166082,1.9373027,3.4242637,3.881977,2.7631705,0.0,5.1019993,0.0,2.5556767,2.7631705,2.2935452,3.2092304,3.2092304,0.0,0.0,2.7631705,0.0,1.3787669,1.3787669,2.5556767,0.0,1.9373027,2.2935452,2.934921,2.934921,3.9974675,1.3787669,2.934921,0.0,0.0,2.7631705,2.2935452,1.3787669,1.3787669,1.3787669,2.5556767,1.9373027,1.3787669,0.0,1.9373027,0.0,1.3787669,2.5556767,Monocyte
3.6175573,3.5329838,2.9509041,3.0510218,2.5712495,3.0510218,3.0975566,2.0854144,3.0022154,0.0,3.440591,4.8350825,1.1031662,4.5285378,2.8968172,3.4723465,3.0510218,1.6149002,0.0,2.71442,0.0,0.0,1.6149002,1.7974486,2.0854144,0.0,3.338785,0.0,4.049755,2.0854144,1.1031662,0.0,2.8968172,1.3914162,1.7974486,0.0,1.1031662,0.6965646,2.6453948,2.71442,0.0,1.1031662,2.203292,1.3914162,3.1420217,0.0,0.6965646,2.0854144,1.3914162,1.6149002,Monocyte
0.0,0.0,0.9911536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911536,1.8055017,2.4128776,3.1366427,0.0,0.0,0.0,0.0,0.0,0.0,1.8055017,0.0,0.0,0.9911536,0.0,0.0,0.9911536,2.9774537,0.0,0.0,0.9911536,0.0,1.4790288,0.0,0.0,1.8055017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4790288,1.4790288,0.0,0.0,2.248309,0.0,0.0,T_cell
0.0,0.9415553,0.9415553,0.0,0.0,0.0,0.0,0.0,0.9415553,0.0,2.984044,1.9818101,0.0,2.480544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5217407,0.0,1.4177766,0.0,2.603558,0.0,0.9415553,0.0,0.0,0.0,0.0,2.1770027,0.0,0.0,0.9415553,0.0,0.0,0.9415553,0.0,0.0,0.0,1.4177766,0.0,2.1770027,1.9818101,0.0,3.5669167,1.4177766,0.0,T_cell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.249067,2.5549335,0.0,0.9916867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9916867,1.4796834,0.9916867,2.5549335,2.249067,0.0,0.0,0.0,1.4796834,0.9916867,0.0,2.249067,0.0,0.0,0.0,0.0,0.0,0.0,0.9916867,1.4796834,0.9916867,0.0,0.0,0.0,0.0,0.0,T_cell
3.2158089,3.8310902,3.5407512,2.9323504,3.579619,3.0360236,3.2158089,2.8166726,3.5985007,1.8669003,3.769968,4.3150973,0.8616461,4.9251165,3.1299512,2.2911046,2.588026,2.4795952,1.3175089,3.0996118,0.0,0.0,2.2911046,3.1299512,1.7552146,0.0,2.6858413,0.0,3.2692077,2.7749355,2.588026,2.7313805,3.1593971,1.115332,2.0586352,0.0,0.0,1.9673561,2.6858413,1.9673561,2.5352795,2.4795952,2.7749355,1.4856045,2.9681158,2.6381292,2.4795952,2.142275,2.588026,2.588026,Monocyte
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016644,0.0,1.9249493,1.9249493,3.360733,2.5423577,0.0,0.0,0.0,0.9016644,0.0,1.6847496,1.6847496,2.420004,0.0,0.0,0.0,3.1953697,0.9016644,1.9249493,2.74964,0.0,0.9016644,0.0,2.118482,0.0,0.9016644,0.0,0.0,0.0,0.9016644,0.0,0.0,0.0,1.3679777,0.0,3.1953697,0.9016644,0.9016644,3.5457335,0.0,0.0,T_cell
0.0,0.93936664,0.0,0.0,0.0,0.0,0.0,0.0,1.4150571,0.0,1.4150571,0.93936664,1.9787151,2.4772544,0.0,0.0,0.0,0.0,0.0,1.4150571,0.93936664,0.0,0.0,0.0,0.0,1.7360849,1.4150571,0.0,0.0,0.0,0.93936664,0.0,1.7360849,0.0,0.0,2.1738198,0.0,0.0,0.93936664,0.0,0.0,0.0,0.93936664,0.0,0.0,0.93936664,1.4150571,0.93936664,0.0,0.0,T_cell
3.1112192,3.9651558,3.1112192,2.7813034,3.5205624,2.6999087,2.8565688,2.5140636,3.1658998,2.2856112,3.890666,4.235992,0.8161037,4.7410145,2.406347,2.1482704,1.9890178,1.2594097,1.5654885,2.7813034,0.8161037,0.0,2.1482704,2.6999087,2.1482704,0.0,3.053375,0.0,2.5140636,0.8161037,2.2856112,1.2594097,3.7818413,1.5654885,2.2856112,0.0,1.2594097,2.6112974,2.2856112,1.2594097,1.5654885,2.2856112,2.1482704,0.0,2.2856112,1.7995096,0.8161037,0.0,1.7995096,2.406347,Monocyte
0.0,0.93908197,0.0,0.0,1.7356999,0.0,0.0,0.0,2.33658,0.0,3.3685842,2.33658,0.0,3.3685842,0.93908197,0.0,0.0,2.599801,0.0,2.8977861,0.0,3.8655386,0.0,1.4147031,0.93908197,1.4147031,1.4147031,1.9783123,2.1734056,0.0,0.0,0.0,2.4768262,0.93908197,0.0,1.4147031,0.0,0.93908197,0.0,0.0,0.0,0.93908197,1.7356999,0.0,2.4768262,2.7092955,0.0,2.8977861,0.0,1.4147031,T_cell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1260076,0.0,2.2383683,2.5439003,0.0,0.0,0.0,0.0,0.0,0.98417485,3.1969755,2.5439003,0.0,0.0,0.0,2.5439003,1.4704531,1.7962177,0.98417485,0.0,0.98417485,0.0,2.2383683,0.0,0.0,3.0496159,0.0,0.0,0.0,0.0,0.0,0.0,1.4704531,0.0,2.2383683,1.4704531,0.0,3.263239,0.0,0.0,T_cell
