CCL5,NKG7,S100A4,LTB,GZMA,GZMH,TRBC1,IL7R,CST7,GZMK,DUSP2,KLRB1,CD69,BTG2,IL32,GNLY,NEAT1,ANXA1,EGR1,SAT1,FOS,DUSP1,ID2,CTSW,NFKBIA,TRBC2,KLRD1,CXCR4,FGFBP2,PPP1R15A,NR4A2,KLF6,SRGN,GADD45B,AHNAK,ZFP36,SLC2A3,FOSB,CD74,HIST1H4C,PMAIP1,LGALS1,H1FX,INTS6,NOSIP,GZMM,GZMB,AC007952.4,S100A11,ITGB1,label
4.405041,3.6986952,1.976882,0.0,2.8671706,1.1227839,2.2293253,1.1227839,2.741729,1.6383746,1.6383746,0.0,1.1227839,2.9786158,2.4307137,0.0,2.4307137,1.976882,1.1227839,1.976882,4.405041,2.4307137,0.0,2.5982642,1.976882,2.5982642,0.0,0.0,1.6383746,0.0,0.0,2.2293253,2.4307137,2.741729,1.1227839,1.1227839,2.8671706,2.2293253,2.741729,0.0,1.1227839,0.0,1.6383746,1.1227839,0.0,2.2293253,0.0,1.1227839,1.1227839,0.0,CD8_T
3.1287754,2.74496,3.2766533,2.114084,1.5349294,0.0,0.0,3.8397205,1.5349294,3.2766533,1.0369138,0.0,0.0,1.0369138,2.4784687,0.0,2.74496,1.0369138,0.0,1.0369138,1.8658609,1.5349294,0.0,2.114084,1.5349294,2.9551702,0.0,0.0,0.0,0.0,0.0,1.5349294,2.114084,1.0369138,1.5349294,0.0,0.0,0.0,0.0,1.0369138,0.0,1.0369138,2.8555784,1.0369138,0.0,1.0369138,0.0,0.0,1.0369138,0.0,CD8_T
4.134458,3.6240566,2.361086,1.5771179,2.5275629,1.071752,2.1612482,0.0,1.5771179,3.4571953,1.071752,0.0,2.1612482,1.911241,2.361086,0.0,1.911241,1.911241,0.0,1.5771179,2.1612482,0.0,2.5275629,1.071752,1.5771179,2.7950797,0.0,0.0,1.911241,1.5771179,2.5275629,1.5771179,1.911241,1.5771179,1.071752,2.7950797,0.0,2.1612482,2.1612482,1.5771179,1.5771179,0.0,0.0,0.0,0.0,2.361086,0.0,1.071752,1.5771179,0.0,CD8_T
0.0,0.0,2.1602292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5762042,3.095627,1.5762042,0.0,0.0,0.0,1.0709949,2.3600428,3.0048313,2.5265033,0.0,0.0,1.9102597,1.0709949,0.0,2.3600428,0.0,1.0709949,1.0709949,1.0709949,0.0,2.3600428,1.0709949,1.5762042,2.1602292,3.3270462,0.0,2.3600428,1.9102597,0.0,2.1602292,2.5265033,1.5762042,1.0709949,0.0,0.0,0.0,0.0,CD4_T
0.0,0.0,0.0,3.9543505,0.0,0.0,0.0,2.2541263,0.0,0.0,3.1053674,0.0,2.0008345,3.6730385,1.1415893,0.0,1.1415893,1.1415893,2.0008345,2.0008345,4.4067945,3.2801929,1.1415893,0.0,2.4560535,2.4560535,0.0,0.0,0.0,2.2541263,2.0008345,2.4560535,0.0,2.4560535,0.0,2.6239762,2.6239762,3.6730385,1.660793,1.1415893,0.0,0.0,0.0,2.0008345,2.7677138,0.0,0.0,0.0,0.0,0.0,CD4_T
3.9631958,3.7627108,3.452927,1.5736225,2.5235083,0.0,1.9074868,2.1573493,2.1573493,0.0,2.1573493,2.666139,1.0688559,1.9074868,3.001737,0.0,2.9018836,1.9074868,0.0,0.0,2.1573493,2.1573493,2.5235083,1.5736225,1.0688559,1.0688559,2.9018836,2.357095,1.9074868,1.0688559,0.0,1.9074868,2.1573493,2.357095,1.5736225,1.5736225,0.0,1.0688559,0.0,1.0688559,1.0688559,1.0688559,0.0,1.0688559,0.0,1.0688559,1.0688559,1.0688559,0.0,0.0,CD8_T
3.6306295,2.9636369,2.9636369,0.9284921,1.7213497,0.0,0.0,1.401523,0.9284921,2.3208318,1.401523,0.0,0.9284921,1.7213497,2.9636369,0.0,2.4608557,2.3208318,1.401523,2.3208318,3.351742,3.403964,2.1579583,0.0,2.5836596,2.3208318,2.1579583,1.7213497,0.0,1.9632955,2.7915885,0.9284921,0.9284921,1.401523,1.401523,1.9632955,0.9284921,3.0397,1.7213497,0.0,1.9632955,0.9284921,1.401523,2.1579583,0.9284921,0.0,0.0,2.1579583,0.9284921,0.0,CD8_T
1.5156541,0.0,2.0924559,3.1569374,0.0,0.0,2.5526686,2.9930346,0.0,0.0,0.0,0.0,0.0,1.5156541,1.2143978,0.0,0.0,2.4559233,0.78121877,0.78121877,3.495646,1.2143978,0.0,0.0,3.1052315,1.2143978,0.0,1.2143978,0.0,0.0,0.0,1.9345115,0.0,3.1052315,1.2143978,1.5156541,1.9345115,1.9345115,0.0,1.5156541,0.0,0.0,1.5156541,0.0,2.0924559,1.2143978,0.0,0.0,1.5156541,0.0,CD4_T
0.0,0.0,0.9055958,1.6901355,0.0,0.0,3.003416,0.0,0.0,0.9055958,1.3729078,0.0,0.0,0.9055958,1.6901355,0.0,1.3729078,0.0,1.3729078,1.3729078,3.96213,3.1398792,1.3729078,0.0,2.4260263,2.1242983,0.0,0.9055958,0.0,1.6901355,0.9055958,1.3729078,0.0,2.7558272,1.3729078,2.1242983,0.9055958,2.5484478,0.9055958,1.6901355,0.9055958,0.0,1.9305965,0.9055958,1.9305965,0.0,0.0,0.0,0.0,0.0,CD4_T
1.6907065,0.0,3.5314894,2.928162,1.1667866,0.0,1.8762751,3.2746525,1.4626726,2.802244,2.802244,0.7447086,1.6907065,2.7327924,2.802244,0.0,1.1667866,2.4897513,1.8762751,1.6907065,3.187277,2.928162,1.1667866,0.7447086,3.355003,0.0,0.0,0.7447086,0.0,2.168001,0.0,1.4626726,1.4626726,2.802244,0.7447086,3.0915298,0.0,2.2871284,0.7447086,1.1667866,1.1667866,2.168001,1.1667866,1.6907065,0.0,1.1667866,0.0,2.6581547,2.577494,0.7447086,CD4_T
0.0,0.0,0.85717064,2.849423,0.0,0.0,1.8603423,0.0,0.0,0.0,0.0,0.0,2.6786103,1.8603423,0.0,0.0,0.85717064,0.0,0.0,0.0,3.697295,3.18056,0.85717064,0.0,2.0518672,1.3118315,0.0,1.6232327,0.0,0.0,0.0,0.85717064,0.0,0.85717064,0.0,1.3118315,1.6232327,1.3118315,0.85717064,1.3118315,0.0,0.0,0.0,1.6232327,0.85717064,1.3118315,0.0,0.0,0.0,0.0,CD4_T
0.0,0.0,0.0,2.4153492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4153492,0.82163274,0.0,1.8077706,2.1570113,2.4153492,2.620464,3.950636,2.4153492,0.82163274,0.0,2.2944994,2.620464,0.0,0.0,0.0,1.8077706,0.0,1.8077706,0.0,2.5231564,0.82163274,2.2944994,0.0,3.3235388,1.2665024,0.0,0.0,0.0,1.2665024,1.2665024,1.5733194,0.0,0.0,2.2944994,0.0,0.0,CD4_T
0.0,0.0,0.73684084,2.913936,0.0,0.0,0.0,2.8530085,0.0,0.0,2.718741,0.73684084,1.8635565,3.3011484,2.1546965,0.0,1.8635565,2.0196846,2.0196846,0.73684084,3.8212733,0.73684084,3.2174804,0.0,2.1546965,2.718741,0.0,0.0,0.0,2.0196846,2.0196846,1.4511392,0.73684084,1.1564564,2.4759707,2.2736297,2.0196846,3.2174804,0.0,1.4511392,0.0,0.0,0.73684084,1.8635565,1.8635565,0.0,0.0,1.1564564,2.0196846,1.6784598,CD4_T
2.5800977,2.766897,2.0511584,1.3112372,1.6225797,0.0,0.0,2.2118158,2.3502,2.9242337,3.2346253,0.0,3.060148,3.3360405,2.6778526,0.0,3.5520432,1.6225797,2.9242337,1.8596554,4.604598,3.383135,2.2118158,2.0511584,1.3112372,2.5800977,0.0,2.2118158,0.0,1.8596554,2.2118158,2.3502,2.5800977,2.994498,1.6225797,2.5800977,0.85670245,3.471151,1.8596554,0.85670245,0.85670245,0.0,1.8596554,2.0511584,1.3112372,1.3112372,0.0,1.6225797,0.85670245,0.0,CD8_T
2.6235414,2.1599464,2.0004292,1.2688868,2.1599464,0.0,0.0,1.8105456,2.1599464,2.9390686,0.8234934,0.0,2.0004292,2.7122347,3.4145823,0.0,3.6395557,1.2688868,2.0004292,0.8234934,3.4145823,2.9390686,2.6235414,0.0,1.8105456,2.0004292,0.0,0.0,0.0,0.8234934,0.0,0.8234934,1.2688868,1.5759507,1.2688868,0.8234934,0.8234934,2.0004292,0.0,2.0004292,2.0004292,0.0,1.5759507,1.5759507,1.2688868,1.2688868,0.0,1.5759507,1.8105456,0.0,CD8_T
1.8202345,0.0,1.2772194,2.428919,0.0,0.0,1.2772194,3.2908812,1.8202345,0.0,0.0,0.0,2.1701913,1.8202345,2.1701913,0.0,3.077,1.8202345,2.428919,1.8202345,2.634279,1.8202345,0.0,0.0,1.8202345,1.2772194,0.0,1.2772194,0.0,2.634279,1.2772194,1.2772194,0.0,2.8045669,0.0,1.2772194,1.2772194,3.9149468,1.2772194,0.0,1.2772194,0.0,1.8202345,2.428919,0.0,0.0,0.0,0.0,1.8202345,0.0,CD4_T
0.0,0.0,0.8212759,1.8072381,0.0,0.0,0.8212759,2.7899854,0.0,0.0,2.5225708,0.0,2.4147694,3.2759354,2.2939267,0.8212759,1.266045,1.266045,1.9970096,1.266045,3.7617152,2.6198735,1.266045,0.0,2.156448,2.2939267,0.0,1.266045,0.0,1.5728146,1.5728146,1.9970096,1.8072381,2.7085423,0.8212759,1.8072381,2.2939267,3.491494,0.0,3.062193,1.8072381,0.0,1.5728146,1.266045,0.8212759,0.8212759,0.0,1.9970096,0.0,1.266045,CD4_T
0.0,0.0,1.9533613,2.9526713,0.0,0.0,2.450282,0.92151237,0.0,0.0,2.450282,0.0,2.5729713,1.9533613,1.3928171,0.0,2.1477356,0.0,2.1477356,2.7807355,3.837141,1.9533613,1.3928171,0.0,2.3104074,0.0,0.0,2.450282,0.0,1.3928171,0.0,2.3104074,0.92151237,2.1477356,0.0,2.1477356,2.3104074,3.16532,0.0,2.450282,0.0,0.0,1.3928171,1.7118617,0.92151237,0.92151237,0.0,1.7118617,0.0,0.0,CD8_T
2.5379558,0.0,2.9449854,3.4570608,0.0,0.0,2.4505174,3.5824442,0.7224313,2.6183596,1.9955987,2.4505174,1.4299052,1.6558895,2.8268113,0.0,1.9955987,2.8876429,0.0,1.6558895,3.190787,3.1462243,0.7224313,0.7224313,2.8876429,1.1374702,0.0,1.6558895,0.0,1.6558895,0.0,1.1374702,1.4299052,1.6558895,1.8401005,1.4299052,1.4299052,1.1374702,0.7224313,0.7224313,2.4505174,0.0,0.7224313,0.7224313,1.8401005,0.0,0.0,1.1374702,1.9955987,1.8401005,CD4_T
0.0,0.0,0.0,2.1465337,0.9206932,0.0,2.5717144,2.1465337,0.0,0.0,1.3917944,0.0,1.7107468,0.0,2.1465337,0.0,0.0,0.0,0.9206932,0.0,1.7107468,3.0273955,0.9206932,0.0,0.9206932,1.7107468,0.0,1.3917944,0.0,2.3091817,0.0,1.3917944,1.7107468,1.3917944,0.0,1.7107468,1.3917944,2.3091817,0.9206932,0.9206932,0.0,0.0,0.0,1.7107468,1.3917944,1.3917944,0.0,0.9206932,0.0,0.0,CD8_T
0.0,0.0,0.0,2.861388,0.0,0.0,0.8644984,1.8710728,0.0,0.0,0.0,0.0,1.6334367,2.937022,1.8710728,0.0,2.3624287,0.0,0.8644984,0.8644984,3.3490722,0.8644984,1.3211237,0.0,1.6334367,0.8644984,0.0,1.3211237,0.0,0.0,0.0,0.8644984,0.8644984,3.247606,0.0,0.0,1.8710728,2.6904395,0.8644984,1.6334367,1.3211237,0.0,1.3211237,0.8644984,2.2238545,0.0,0.0,1.8710728,0.0,0.0,CD4_T
3.4071808,3.3054953,3.3054953,0.0,0.0,2.2776787,2.539396,0.0,2.539396,0.0,0.0,0.0,0.0,0.0,2.539396,0.0,2.9182043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3655823,0.0,0.0,0.0,1.9222039,1.3655823,0.0,1.9222039,0.0,1.3655823,1.3655823,0.0,0.0,0.0,1.3655823,0.0,0.0,1.3655823,0.0,1.3655823,0.0,1.3655823,0.0,1.3655823,1.3655823,2.539396,CD8_T
0.0,0.0,0.0,2.7486968,0.0,0.0,3.2335844,1.4467757,0.0,0.0,2.3747358,0.0,2.210851,2.210851,1.4467757,0.0,0.96496487,0.0,0.0,0.0,3.6886966,1.4467757,0.96496487,0.0,2.6388834,1.4467757,0.0,0.0,0.0,0.96496487,0.0,1.4467757,0.96496487,0.96496487,0.0,1.7705505,0.0,3.0202465,0.0,2.210851,0.0,0.96496487,1.4467757,1.4467757,2.210851,2.0147405,0.0,1.4467757,0.96496487,0.0,CD4_T
3.5217407,3.5669167,2.984044,0.0,2.1770027,0.9415553,0.9415553,0.0,0.9415553,0.0,0.9415553,2.713084,0.9415553,3.5669167,2.603558,0.0,1.9818101,1.9818101,0.0,0.0,3.4247627,3.1970184,2.1770027,1.4177766,2.1770027,0.9415553,1.4177766,2.1770027,0.9415553,1.739044,1.4177766,1.4177766,1.4177766,2.811789,1.4177766,1.739044,2.9016209,2.713084,0.9415553,0.9415553,2.603558,0.0,0.0,0.0,1.4177766,1.4177766,0.0,1.4177766,0.0,0.9415553,CD8_T
3.1100628,1.1449375,2.8371372,2.9553833,0.0,0.0,0.0,2.2585266,0.72809076,0.0,1.4382622,2.898007,2.460548,2.8371372,1.1449375,0.0,3.0096452,0.72809076,2.5480652,2.460548,3.3985374,2.460548,2.460548,0.0,2.0050864,2.6285357,2.0050864,1.4382622,0.0,1.6647761,0.72809076,1.4382622,0.72809076,2.8371372,2.2585266,1.6647761,0.0,3.1567268,1.1449375,2.3646302,0.0,0.0,1.4382622,1.8493383,0.72809076,0.72809076,0.0,0.72809076,0.72809076,0.72809076,CD8_T
2.007872,2.7412767,3.5036716,2.7412767,1.4407178,0.0,0.0,3.3464482,2.007872,2.007872,1.4407178,3.4539607,1.4407178,2.6315224,1.4407178,0.0,2.7412767,2.2037938,0.0,0.0,3.0889595,2.3675466,1.7639754,0.9600639,0.9600639,1.7639754,0.9600639,2.007872,0.0,2.3675466,0.0,1.7639754,0.9600639,0.0,0.9600639,2.007872,0.9600639,3.1598086,0.9600639,0.0,0.0,0.0,1.4407178,0.0,2.007872,1.4407178,0.0,2.007872,0.0,0.0,CD4_T
0.0,0.0,1.1312463,2.7534454,0.0,0.0,2.6098566,1.1312463,0.0,0.0,1.9876759,0.0,1.9876759,2.442137,2.6098566,0.0,1.9876759,0.0,1.6484729,1.1312463,3.481017,2.2405043,0.0,0.0,1.9876759,0.0,0.0,0.0,0.0,2.2405043,2.6098566,1.1312463,1.9876759,1.6484729,1.1312463,0.0,1.1312463,2.442137,0.0,2.442137,0.0,0.0,1.1312463,1.6484729,1.9876759,1.1312463,0.0,0.0,0.0,1.6484729,CD4_T
0.0,0.0,0.9959736,2.5612125,0.0,0.0,2.79522,1.8119013,0.0,0.0,0.9959736,0.0,1.8119013,0.9959736,1.4849439,0.0,0.0,0.0,0.0,0.0,3.2813015,2.4198482,0.9959736,0.0,1.8119013,0.0,0.0,1.4849439,0.0,0.0,0.9959736,1.8119013,1.4849439,2.4198482,0.0,0.0,0.0,1.8119013,0.9959736,0.9959736,0.0,0.0,0.9959736,0.0,0.9959736,0.9959736,0.0,0.0,0.9959736,0.0,CD4_T
0.0,0.0,0.90436876,2.5465484,0.0,0.0,3.4619102,2.4241478,0.0,0.0,0.90436876,0.90436876,0.0,3.3651233,1.6884553,0.0,2.2846484,0.90436876,1.3713695,1.9288349,3.7759922,2.5465484,1.3713695,0.90436876,0.90436876,0.90436876,0.0,0.0,0.0,1.3713695,0.0,1.3713695,0.0,1.3713695,0.0,0.90436876,1.3713695,2.1224842,0.0,1.9288349,0.0,0.0,1.9288349,1.3713695,1.6884553,0.0,0.0,0.0,0.0,0.0,CD4_T
3.5936599,4.321089,2.4518735,0.0,3.1775746,3.8112888,2.2866318,0.0,3.3151019,0.0,0.0,0.0,1.0182502,1.5121983,2.7177875,3.1775746,1.8413492,2.088573,0.0,1.0182502,1.0182502,2.4518735,1.5121983,2.2866318,1.0182502,3.0180714,2.7177875,1.0182502,2.088573,1.0182502,1.5121983,1.0182502,1.5121983,2.7177875,1.5121983,1.5121983,1.5121983,1.8413492,1.0182502,0.0,1.5121983,0.0,1.5121983,0.0,1.5121983,1.8413492,2.088573,0.0,1.5121983,0.0,CD8_T
1.5233229,1.0273747,3.0316274,2.9411292,0.0,0.0,1.0273747,3.2623992,0.0,1.0273747,2.101067,1.5233229,1.5233229,3.114611,2.841619,0.0,1.8533509,1.0273747,2.101067,2.101067,3.9362123,3.3911319,1.8533509,0.0,1.0273747,2.299441,0.0,1.0273747,0.0,1.8533509,0.0,0.0,0.0,1.5233229,1.0273747,1.5233229,1.5233229,3.114611,0.0,1.0273747,1.0273747,1.8533509,0.0,1.0273747,2.4649022,1.0273747,0.0,1.0273747,1.8533509,1.5233229,CD4_T
0.0,0.0,1.1000811,2.8352864,0.0,0.0,1.6112003,2.710106,0.0,0.0,1.6112003,0.0,1.1000811,2.5669825,1.9477983,0.0,0.0,0.0,2.9465256,0.0,4.1453023,1.1000811,1.9477983,0.0,2.1991825,1.1000811,0.0,2.3998978,0.0,2.3998978,0.0,0.0,0.0,2.8352864,1.1000811,1.9477983,1.1000811,3.2979577,1.1000811,1.1000811,1.1000811,0.0,1.9477983,3.2209902,1.9477983,0.0,0.0,0.0,1.6112003,0.0,CD4_T
0.0,0.49156964,1.0663098,3.0292294,0.0,0.0,2.0774,1.5705478,0.0,0.0,2.3535829,0.0,1.694544,1.694544,1.5705478,0.0,2.0774,0.49156964,0.81967443,1.8048472,3.7135103,2.2249959,2.0774,0.49156964,1.9041834,2.1539185,0.0,1.0663098,0.0,2.0774,1.9945375,1.5705478,1.0663098,2.2913547,0.0,2.0774,1.694544,2.4121644,0.49156964,1.5705478,1.0663098,0.0,0.0,1.2639916,1.9945375,0.0,0.0,0.0,0.0,0.0,CD8_T
0.0,0.0,0.8858771,2.3956904,0.0,0.0,0.8858771,0.0,0.0,0.0,2.0950139,0.0,1.6630415,3.1080184,0.8858771,0.0,1.3481306,0.0,2.5177677,2.724652,3.43164,2.2566106,0.0,0.8858771,2.2566106,1.6630415,0.0,0.0,0.0,2.0950139,0.8858771,0.8858771,0.8858771,0.8858771,0.0,0.0,1.6630415,2.8139834,0.0,1.9021735,0.8858771,0.0,1.9021735,2.0950139,2.0950139,0.8858771,0.0,0.0,0.0,0.8858771,CD4_T
0.0,0.0,1.8112944,3.5342515,0.0,0.0,2.7130706,2.8698673,0.0,0.8239959,1.5766609,0.0,0.8239959,1.2695305,2.1607385,0.0,1.2695305,2.1607385,0.8239959,1.2695305,3.1246989,2.4191873,1.2695305,0.0,2.1607385,1.2695305,0.0,0.8239959,0.0,1.5766609,2.2982893,2.0012033,1.5766609,1.5766609,1.2695305,0.0,2.527033,2.624372,1.2695305,1.5766609,0.8239959,0.0,2.1607385,0.8239959,2.4191873,0.0,0.0,1.5766609,0.0,2.0012033,CD4_T
4.050092,4.5316916,2.9857283,0.0,1.9833398,2.7487402,1.1278445,0.0,2.437549,0.0,0.0,0.0,1.1278445,1.1278445,2.9857283,2.9857283,1.9833398,2.9857283,0.0,2.437549,3.1771743,2.236014,2.605201,2.236014,1.9833398,2.8742383,2.437549,0.0,2.7487402,1.6444154,1.1278445,1.6444154,1.1278445,2.236014,2.605201,1.6444154,0.0,0.0,1.1278445,2.605201,0.0,3.4093597,1.9833398,0.0,0.0,2.605201,2.437549,1.9833398,1.1278445,0.0,CD8_T
0.0,0.0,0.8580305,2.2138703,0.0,0.0,2.5822299,1.3129228,0.0,0.0,0.0,0.0,2.5822299,1.3129228,2.0531688,0.0,0.0,0.8580305,0.0,0.8580305,4.192809,2.3522868,1.8616034,0.8580305,1.6244315,1.3129228,0.0,0.0,0.0,1.3129228,1.3129228,0.0,2.2138703,2.3522868,0.8580305,1.6244315,2.6800013,2.0531688,0.8580305,0.8580305,0.0,0.0,1.6244315,0.0,0.8580305,0.8580305,0.0,1.3129228,0.0,0.0,CD4_T
0.0,0.0,0.8762745,2.08065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8805017,1.3360188,0.0,0.0,0.0,1.6497741,1.3360188,3.9940364,2.2419438,0.0,0.0,2.502704,2.9562194,0.0,0.0,0.0,0.0,1.3360188,1.3360188,1.3360188,3.026605,0.8762745,2.6113493,0.8762745,2.7985783,0.8762745,0.8762745,0.8762745,0.8762745,0.0,2.08065,2.2419438,0.8762745,0.0,2.08065,0.8762745,0.0,CD4_T
3.8655386,3.2550964,3.3685842,0.0,1.4147031,2.33658,1.4147031,0.0,0.0,0.0,0.93908197,1.7356999,1.7356999,2.8977861,1.4147031,1.7356999,2.33658,2.7092955,0.0,2.1734056,3.0563202,1.9783123,2.33658,1.9783123,2.4768262,1.9783123,1.7356999,2.1734056,0.0,1.4147031,2.7092955,0.93908197,1.7356999,1.4147031,2.599801,0.93908197,0.0,1.9783123,2.33658,0.93908197,1.9783123,2.599801,0.93908197,1.4147031,0.0,0.0,1.9783123,0.93908197,2.8977861,1.4147031,CD8_T
0.0,0.0,1.994044,2.7603526,0.0,0.0,2.6166916,1.654434,0.0,0.0,1.1362482,0.0,1.1362482,2.2470975,0.0,0.0,0.0,0.0,1.654434,1.1362482,2.9975073,1.994044,0.0,0.0,1.654434,0.0,0.0,0.0,0.0,0.0,0.0,1.654434,0.0,0.0,0.0,1.654434,0.0,2.7603526,0.0,0.0,0.0,0.0,1.654434,2.2470975,1.994044,0.0,0.0,0.0,0.0,1.1362482,CD4_T
